# TELESCOPE = UH88
# INSTRUMENT = SNIFS
# OBJECT = 2026neb
# CHANNEL = B+R
# EXPNUM = 26_174_031_003
# MJD-OBS = 61214.438872
# DATE-OBS = 2026-06-23T10:31:59
# EXPTIME = 1800.0s
# AIRMASS = 1.00
# FLUXCAL_RMS_B = 0.063 mag
# FLUXCAL_RMS_R = 0.071 mag
# RA = 17:56:12.99
# DEC = 18:10:24.09
# wl fl err
# [A] [erg/s/cm2/A]
4738.480000 3.601431e-17 7.836291e-18
4741.480000 2.837992e-17 7.472423e-18
4744.480000 3.136008e-17 6.840726e-18
4747.480000 4.019065e-17 7.352211e-18
4750.480000 3.581256e-17 7.806411e-18
4753.480000 2.561281e-17 7.198484e-18
4756.480000 1.837390e-17 6.698100e-18
4759.480000 3.869775e-17 7.557101e-18
4762.480000 3.565218e-17 7.906879e-18
4765.480000 4.417808e-17 7.258508e-18
4768.480000 4.767881e-17 6.959564e-18
4771.480000 4.450702e-17 7.781307e-18
4774.480000 3.548918e-17 7.941861e-18
4777.480000 2.763657e-17 6.974666e-18
4780.480000 2.857664e-17 6.931119e-18
4783.480000 3.709766e-17 8.024978e-18
4786.480000 5.502591e-17 8.204895e-18
4789.480000 5.331558e-17 7.134865e-18
4792.480000 5.288910e-17 7.206454e-18
4795.480000 4.743401e-17 8.074186e-18
4798.480000 4.443237e-17 8.063442e-18
4801.480000 2.231164e-17 7.039057e-18
4804.480000 3.423172e-17 7.786396e-18
4807.480000 4.849815e-17 8.168552e-18
4810.480000 4.379787e-17 7.746355e-18
4813.480000 4.241293e-17 7.007932e-18
4816.480000 4.024701e-17 7.470315e-18
4819.480000 4.004548e-17 8.045254e-18
4822.480000 4.872922e-17 7.710068e-18
4825.480000 4.560368e-17 7.163108e-18
4828.480000 4.863234e-17 7.810128e-18
4831.480000 4.782642e-17 8.205263e-18
4834.480000 5.228435e-17 7.595368e-18
4837.480000 5.336729e-17 7.248791e-18
4840.480000 4.688596e-17 8.001995e-18
4843.480000 3.899642e-17 8.190112e-18
4846.480000 3.795931e-17 7.295758e-18
4849.480000 3.872868e-17 7.109110e-18
4852.480000 4.220267e-17 8.205495e-18
4855.480000 2.950380e-17 8.171510e-18
4858.480000 2.819550e-17 7.074598e-18
4861.480000 3.976947e-17 7.265814e-18
4864.480000 4.552022e-17 8.219055e-18
4867.480000 3.666358e-17 8.085506e-18
4870.480000 4.188763e-17 7.252247e-18
4873.480000 4.750302e-17 7.539357e-18
4876.480000 4.917562e-17 8.322678e-18
4879.480000 4.610285e-17 8.070264e-18
4882.480000 4.038505e-17 7.288770e-18
4885.480000 4.482347e-17 7.783115e-18
4888.480000 5.463581e-17 8.529477e-18
4891.480000 4.290701e-17 7.891000e-18
4894.480000 3.905996e-17 7.326448e-18
4897.480000 3.790557e-17 7.961300e-18
4900.480000 3.423457e-17 8.395054e-18
4903.480000 4.034991e-17 7.867349e-18
4906.480000 4.269861e-17 7.520803e-18
4909.480000 5.196407e-17 8.475089e-18
4912.480000 5.579460e-17 8.827030e-18
4915.480000 5.113950e-17 7.914978e-18
4918.480000 4.342737e-17 7.717751e-18
4921.480000 3.349384e-17 8.555240e-18
4924.480000 4.478220e-17 8.750480e-18
4927.480000 4.571676e-17 7.794425e-18
4930.480000 2.656688e-17 7.655655e-18
4933.480000 3.200667e-17 8.840638e-18
4936.480000 2.765683e-17 8.693609e-18
4939.480000 2.790525e-17 7.697789e-18
4942.480000 4.438652e-17 8.089740e-18
4945.480000 2.695136e-17 8.770808e-18
4948.480000 3.451054e-17 8.743760e-18
4951.480000 3.704551e-17 7.967141e-18
4954.480000 4.365633e-17 8.504777e-18
4957.480000 4.504072e-17 9.240821e-18
4960.480000 1.665476e-17 8.456879e-18
4963.480000 2.863942e-17 7.974199e-18
4966.480000 2.464133e-17 8.626405e-18
4969.480000 2.761097e-17 9.146329e-18
4972.480000 3.007844e-17 8.666739e-18
4975.480000 2.784286e-17 8.229025e-18
4978.480000 1.792613e-17 9.009758e-18
4981.480000 2.415519e-17 9.422938e-18
4984.480000 1.257353e-17 8.504099e-18
4987.480000 5.597929e-18 8.147644e-18
4990.480000 8.724844e-18 9.369087e-18
4993.480000 1.384416e-17 9.631900e-18
4996.480000 9.220952e-18 8.649869e-18
4999.480000 1.671451e-17 8.790357e-18
5002.480000 1.231628e-17 1.005338e-17
5005.480000 2.051608e-17 1.016903e-17
5008.480000 2.594805e-17 9.113730e-18
5011.480000 2.737352e-17 9.244764e-18
5014.480000 3.001589e-17 1.033001e-17
5017.480000 2.851999e-17 1.026575e-17
5020.480000 1.485355e-17 9.250585e-18
5023.480000 3.513745e-18 9.552691e-18
5026.480000 6.669886e-18 1.057386e-17
5029.480000 2.601898e-17 1.038160e-17
5032.480000 4.227449e-17 9.839794e-18
5035.480000 4.402735e-17 1.072216e-17
5038.480000 3.190145e-17 1.139517e-17
5041.480000 4.114953e-17 1.085829e-17
5044.480000 3.418698e-17 1.032300e-17
5047.480000 1.750649e-17 1.142988e-17
5200.480000 6.968891e-17 1.379550e-17
5203.480000 6.649704e-17 1.364252e-17
5206.480000 3.546901e-17 1.342337e-17
5209.480000 4.075531e-17 1.362733e-17
5212.480000 5.332014e-17 1.372804e-17
5215.480000 6.432010e-17 1.343690e-17
5218.480000 5.622862e-17 1.286003e-17
5221.480000 4.679106e-17 1.245869e-17
5224.480000 4.693759e-17 1.243846e-17
5227.480000 4.416475e-17 1.207919e-17
5230.480000 5.675058e-17 1.172428e-17
5233.480000 5.977004e-17 1.144513e-17
5236.480000 6.117743e-17 1.122648e-17
5239.480000 3.534286e-17 1.102690e-17
5242.480000 4.296594e-17 1.078373e-17
5245.480000 5.583758e-17 1.069075e-17
5248.480000 5.675768e-17 1.078594e-17
5251.480000 5.499297e-17 1.031298e-17
5254.480000 6.623640e-17 1.016180e-17
5257.480000 4.470570e-17 1.000808e-17
5260.480000 2.653832e-17 9.713073e-18
5263.480000 3.586699e-17 1.017282e-17
5266.480000 4.524583e-17 1.051529e-17
5269.480000 4.341105e-17 9.305098e-18
5272.480000 4.050650e-17 9.046868e-18
5275.480000 4.380786e-17 8.991179e-18
5278.480000 5.214269e-17 8.965051e-18
5281.480000 5.366220e-17 8.825989e-18
5284.480000 4.645818e-17 8.687740e-18
5287.480000 4.441429e-17 8.604201e-18
5290.480000 3.481069e-17 8.606498e-18
5293.480000 3.987156e-17 8.898482e-18
5296.480000 4.537542e-17 8.730545e-18
5299.480000 4.972488e-17 8.794268e-18
5302.480000 4.672796e-17 8.808285e-18
5305.480000 3.093277e-17 8.744000e-18
5308.480000 3.021089e-17 8.744356e-18
